y,nut,omega
2.8512607,0.0052434352,2.4882804
2.8625272,0.0047373796,2.7257534
2.8731552,0.0042821892,2.9936071
2.8831809,0.0038735677,3.2955528
2.8926385,0.0035073279,3.6356185
2.9015602,0.0031794494,4.0181205
2.9099764,0.0028861618,4.4475874
2.9179157,0.0026239071,4.9287139
2.9254053,0.002389351,5.4663032
2.9324704,0.0021794,6.0652126
2.9391353,0.0019912062,6.7303074
2.9454227,0.0018221648,7.4664608
2.9513538,0.0016699055,8.2786172
2.956949,0.0015322884,9.171906
2.9622271,0.0014073988,10.151817
2.9672063,0.0012935366,11.224463
2.9719035,0.0011892049,12.396924
2.9763345,0.0010931026,13.677599
2.9805146,0.0010041007,15.076839
2.9844579,0.00092122844,16.607546
2.9881778,0.00084366967,18.285743
2.9916871,0.00077073723,20.131603
2.9949975,0.0007018739,22.17017
2.9981205,0.00063663219,24.432803
3.0010666,0.0005746491,26.959129
3.0038458,0.00051564782,29.799047
3.0064677,0.00045942738,33.015704
3.008941,0.0004058537,36.689541
3.0112742,0.00035485154,40.924055
3.0134753,0.00030639988,45.853906
3.0155518,0.00026052932,51.656691
3.0175106,0.00021732422,58.57076
3.0193585,0.00017693112,66.923416
3.0211017,0.00013957558,77.178605
3.0227463,0.0001055925,90.025009
3.0242977,7.5470146e-05,106.55581
3.0257612,4.988458e-05,128.66734
3.0271418,2.9628613e-05,159.97953
3.0284443,1.5269762e-05,207.95089
3.029673,6.5761416e-06,288.7542
3.0308321,2.275084e-06,439.77688
3.0319256,6.0101176e-07,759.50813
3.0329571,1.1097967e-07,1573.8894
3.0339302,1.1954678e-08,4440.0019
3.0348483,4.9133398e-10,23499.477
3.0357143,0,40287.213
