"U:0","U:1","U:2","k","nut","omega","p","Points:0","Points:1","Points:2"
1.3098,-0.013991,-0.0011734,0.0058231,0.0031847,1.8214,-0.042151,2.636,2.5726,2.25
1.3088,-0.014181,-0.0012257,0.0058275,0.0031831,1.823,-0.041574,2.6814,2.5726,2.25
1.3077,-0.014362,-0.0012777,0.0058321,0.0031812,1.8248,-0.040975,2.7269,2.5726,2.25
1.3067,-0.014536,-0.0013293,0.0058414,0.0031814,1.8267,-0.040356,2.7723,2.5726,2.25
1.3056,-0.014702,-0.0013805,0.005846,0.0031789,1.8286,-0.039717,2.8178,2.5726,2.25
1.3045,-0.014859,-0.0014312,0.0058484,0.003175,1.8307,-0.039057,2.8633,2.5726,2.25
1.3034,-0.01501,-0.0014811,0.0058545,0.003173,1.8328,-0.038379,2.9087,2.5726,2.25
1.3023,-0.015153,-0.0015302,0.0058568,0.0031687,1.835,-0.037683,2.9542,2.5726,2.25
1.3012,-0.015288,-0.0015782,0.0058627,0.0031661,1.8372,-0.036969,2.9997,2.5726,2.25
1.3,-0.015414,-0.0016254,0.0058701,0.003164,1.8396,-0.036237,3.0451,2.5726,2.25
1.2988,-0.015533,-0.0016719,0.0058772,0.0031616,1.8421,-0.03549,3.0906,2.5726,2.25
1.2976,-0.015643,-0.0017177,0.005883,0.0031583,1.8446,-0.034727,3.1361,2.5726,2.25
1.2964,-0.015744,-0.0017621,0.0058903,0.0031557,1.8473,-0.03395,3.1815,2.5726,2.25
1.2952,-0.015839,-0.0018051,0.0058981,0.0031533,1.8499,-0.033159,3.227,2.5726,2.25
1.294,-0.015924,-0.0018465,0.005909,0.0031524,1.8527,-0.032355,3.2725,2.5726,2.25
1.2928,-0.016002,-0.0018864,0.0059224,0.0031527,1.8555,-0.031538,3.3179,2.5726,2.25
1.2915,-0.01607,-0.0019248,0.0059374,0.0031536,1.8584,-0.03071,3.3634,2.5726,2.25
1.2902,-0.016129,-0.0019618,0.0059529,0.0031545,1.8614,-0.02987,3.4088,2.5726,2.25
1.2889,-0.016178,-0.0019975,0.0059607,0.0031509,1.8645,-0.029021,3.4543,2.5726,2.25
1.2877,-0.016219,-0.0020319,0.0059645,0.0031448,1.8678,-0.028163,3.4998,2.5726,2.25
1.2864,-0.01625,-0.0020649,0.0059671,0.0031381,1.8712,-0.027297,3.5452,2.5726,2.25
1.285,-0.016274,-0.0020965,0.0059737,0.0031334,1.8746,-0.026425,3.5907,2.5726,2.25
1.2837,-0.016288,-0.0021264,0.0059801,0.0031283,1.8781,-0.025547,3.6362,2.5726,2.25
1.2824,-0.016294,-0.0021543,0.005985,0.0031224,1.8817,-0.024663,3.6816,2.5726,2.25
1.2811,-0.016292,-0.0021801,0.0059916,0.0031172,1.8852,-0.023775,3.7271,2.5726,2.25
1.2797,-0.016282,-0.0022038,0.0059985,0.0031122,1.8888,-0.022883,3.7726,2.5726,2.25
1.2784,-0.016263,-0.0022253,0.0060116,0.0031103,1.8925,-0.021988,3.818,2.5726,2.25
1.277,-0.016234,-0.002245,0.0060317,0.0031113,1.8962,-0.021092,3.8635,2.5726,2.25
1.2757,-0.016195,-0.002263,0.0060568,0.0031139,1.9,-0.020194,3.909,2.5726,2.25
1.2743,-0.016147,-0.0022798,0.0060756,0.0031126,1.9038,-0.019296,3.9544,2.5726,2.25
1.2729,-0.01609,-0.0022952,0.0060793,0.0031033,1.9078,-0.018398,3.9999,2.5726,2.25
1.2716,-0.016024,-0.0023091,0.0060856,0.0030952,1.9119,-0.017501,4.0454,2.5726,2.25
1.2702,-0.015949,-0.0023212,0.0061023,0.0030922,1.9161,-0.016607,4.0908,2.5726,2.25
1.2688,-0.015864,-0.002331,0.0061169,0.0030876,1.9203,-0.015716,4.1363,2.5726,2.25
1.2674,-0.01577,-0.0023383,0.0061262,0.0030801,1.9247,-0.014828,4.1817,2.5726,2.25
1.2661,-0.015667,-0.002343,0.0061361,0.0030721,1.9291,-0.013945,4.2272,2.5726,2.25
1.2647,-0.015554,-0.0023452,0.0061503,0.0030652,1.9336,-0.013067,4.2727,2.5726,2.25
1.2633,-0.015431,-0.0023449,0.0061629,0.0030569,1.9383,-0.012196,4.3181,2.5726,2.25
1.2619,-0.0153,-0.0023421,0.0061738,0.0030476,1.943,-0.011332,4.3636,2.5726,2.25
1.2605,-0.015159,-0.0023371,0.0061905,0.0030414,1.9478,-0.010477,4.4091,2.5726,2.25
1.2591,-0.015008,-0.00233,0.0062133,0.0030384,1.9526,-0.0096301,4.4545,2.5726,2.25
1.2577,-0.014847,-0.0023208,0.0062386,0.0030366,1.9574,-0.008793,4.5,2.5726,2.25
1.2564,-0.014677,-0.0023096,0.0062644,0.003035,1.9622,-0.0079662,4.5455,2.5726,2.25
1.255,-0.014497,-0.0022963,0.0062921,0.0030344,1.9671,-0.0071504,4.5909,2.5726,2.25
1.2536,-0.014308,-0.002281,0.0063235,0.0030358,1.9719,-0.0063466,4.6364,2.5726,2.25
1.2522,-0.014109,-0.0022638,0.006358,0.0030388,1.9767,-0.0055555,4.6819,2.5726,2.25
1.2508,-0.0139,-0.0022446,0.0063952,0.0030434,1.9815,-0.0047779,4.7273,2.5726,2.25
1.2495,-0.013682,-0.0022233,0.0064351,0.0030496,1.9863,-0.0040143,4.7728,2.5726,2.25
1.2481,-0.013455,-0.0021998,0.0064772,0.0030573,1.991,-0.0032658,4.8183,2.5726,2.25
1.2468,-0.013218,-0.0021738,0.0065214,0.0030664,1.9956,-0.0025331,4.8637,2.5726,2.25
1.2455,-0.012972,-0.0021453,0.006568,0.003077,2.0001,-0.001817,4.9092,2.5726,2.25
1.2441,-0.012717,-0.0021142,0.006617,0.0030892,2.0046,-0.0011179,4.9546,2.5726,2.25
1.2428,-0.012453,-0.0020807,0.0066681,0.0031028,2.0089,-0.0004367,5.0001,2.5726,2.25
1.2415,-0.012181,-0.0020449,0.0067211,0.0031177,2.0132,0.00022592,5.0456,2.5726,2.25
1.2403,-0.011899,-0.002007,0.0067757,0.0031337,2.0173,0.00086923,5.091,2.5726,2.25
1.239,-0.011609,-0.001967,0.0068316,0.0031507,2.0213,0.0014925,5.1365,2.5726,2.25
1.2378,-0.011311,-0.0019252,0.0068887,0.0031685,2.0253,0.0020951,5.182,2.5726,2.25
1.2366,-0.011004,-0.0018816,0.0069465,0.0031869,2.0291,0.0026763,5.2274,2.5726,2.25
1.2354,-0.01069,-0.0018363,0.0070049,0.0032059,2.0328,0.0032353,5.2729,2.5726,2.25
1.2342,-0.010366,-0.0017895,0.0070635,0.0032252,2.0364,0.0037715,5.3184,2.5726,2.25
1.2331,-0.010035,-0.0017411,0.0071222,0.0032449,2.0398,0.0042841,5.3638,2.5726,2.25
1.232,-0.0096953,-0.0016912,0.0071807,0.0032647,2.0432,0.0047724,5.4093,2.5726,2.25
1.2309,-0.0093472,-0.0016398,0.0072388,0.0032845,2.0464,0.0052357,5.4548,2.5726,2.25
1.2298,-0.0089906,-0.0015869,0.0072963,0.0033045,2.0496,0.0056734,5.5002,2.5726,2.25
1.2288,-0.0086255,-0.0015327,0.0073531,0.0033243,2.0526,0.0060847,5.5457,2.5726,2.25
1.2278,-0.0082517,-0.0014771,0.0074091,0.0033441,2.0554,0.0064688,5.5912,2.5726,2.25
1.2268,-0.0078692,-0.0014203,0.0074641,0.0033637,2.0582,0.0068251,5.6366,2.5726,2.25
1.2259,-0.0074777,-0.0013623,0.007518,0.0033832,2.0609,0.0071527,5.6821,2.5726,2.25
1.225,-0.0070774,-0.0013033,0.0075707,0.0034024,2.0634,0.007451,5.7275,2.5726,2.25
1.2241,-0.006668,-0.0012434,0.0076222,0.0034213,2.0658,0.007719,5.773,2.5726,2.25
1.2233,-0.0062494,-0.0011826,0.0076723,0.00344,2.0682,0.0079562,5.8185,2.5726,2.25
1.2225,-0.0058217,-0.0011212,0.0077211,0.0034582,2.0704,0.0081616,5.8639,2.5726,2.25
1.2217,-0.0053846,-0.001059,0.0077683,0.0034762,2.0725,0.0083344,5.9094,2.5726,2.25
1.221,-0.0049381,-0.00099637,0.007814,0.0034937,2.0744,0.0084738,5.9549,2.5726,2.25
1.2203,-0.0044821,-0.0009332,0.0078581,0.0035108,2.0763,0.0085789,6.0003,2.5726,2.25
1.2197,-0.0040166,-0.00086961,0.0079006,0.0035275,2.078,0.008649,6.0458,2.5726,2.25
1.2191,-0.0035415,-0.0008057,0.0079414,0.0035437,2.0795,0.008683,6.0913,2.5726,2.25
1.2186,-0.0030567,-0.00074153,0.0079806,0.0035595,2.081,0.0086801,6.1367,2.5726,2.25
1.2181,-0.0025621,-0.00067719,0.0080179,0.0035748,2.0822,0.0086395,6.1822,2.5726,2.25
1.2176,-0.0020576,-0.00061274,0.0080535,0.0035896,2.0834,0.0085602,6.2277,2.5726,2.25
1.2172,-0.0015432,-0.00054824,0.0080872,0.003604,2.0843,0.0084415,6.2731,2.5726,2.25
1.2168,-0.0010187,-0.0004838,0.0081192,0.0036178,2.0852,0.0082823,6.3186,2.5726,2.25
1.2165,-0.00048332,-0.00041936,0.0081493,0.003631,2.0858,0.0080818,6.364,2.5726,2.25
1.2163,6.3982e-05,-0.00035476,0.0081778,0.0036438,2.0864,0.0078377,6.4095,2.5726,2.25
1.216,0.00062284,-0.0002901,0.0082042,0.0036562,2.0868,0.0075483,6.455,2.5726,2.25
1.2159,0.0011921,-0.00022573,0.0082292,0.0036683,2.0871,0.0072139,6.5004,2.5726,2.25
1.2158,0.0017716,-0.00016185,0.0082526,0.0036802,2.0873,0.0068347,6.5459,2.5726,2.25
1.2157,0.0023615,-9.8527e-05,0.0082738,0.0036916,2.0872,0.0064102,6.5914,2.5726,2.25
1.2157,0.0029622,-3.5848e-05,0.0082932,0.0037026,2.0869,0.0059393,6.6368,2.5726,2.25
1.2158,0.0035739,2.6082e-05,0.0083108,0.0037134,2.0865,0.0054211,6.6823,2.5726,2.25
1.2159,0.004197,8.7161e-05,0.0083267,0.0037239,2.0859,0.0048547,6.7278,2.5726,2.25
1.2161,0.0048318,0.00014727,0.0083409,0.0037341,2.0851,0.0042392,6.7732,2.5726,2.25
1.2164,0.005479,0.00020627,0.0083527,0.003744,2.0842,0.0035739,6.8187,2.5726,2.25
1.2167,0.0061392,0.00026397,0.0083634,0.003754,2.083,0.0028587,6.8642,2.5726,2.25
1.2171,0.006814,0.0003205,0.0083715,0.0037634,2.0818,0.0020926,6.9096,2.5726,2.25
1.2174,0.0075052,0.00037748,0.0083799,0.0037726,2.0812,0.0011985,6.9551,2.5727,2.25
1.2177,0.0082095,0.00043687,0.0083972,0.0037839,2.0816,0.0001561,7.0005,2.5731,2.25
1.2177,0.0089202,0.00049937,0.0084248,0.0037971,2.0833,-0.00095355,7.046,2.5739,2.25
1.2175,0.0096327,0.000565,0.0084621,0.0038122,2.0861,-0.0021098,7.0913,2.5751,2.25
1.2172,0.010343,0.00063363,0.0085083,0.0038292,2.09,-0.0033235,7.1366,2.5766,2.25
1.2167,0.011047,0.000705,0.0085626,0.0038478,2.0949,-0.0046011,7.1818,2.5785,2.25
1.216,0.011739,0.00077879,0.008624,0.003868,2.1006,-0.0059432,7.2269,2.5808,2.25
1.2152,0.012416,0.00085456,0.0086916,0.0038894,2.1071,-0.00735,7.2719,2.5834,2.25
1.2143,0.013073,0.00093184,0.0087644,0.003912,2.1143,-0.0088219,7.3168,2.5862,2.25
1.2133,0.013706,0.0010101,0.0088414,0.0039356,2.1221,-0.010359,7.3616,2.5894,2.25
1.2122,0.014311,0.0010888,0.0089219,0.0039598,2.1305,-0.011962,7.4062,2.5928,2.25
1.211,0.014885,0.0011673,0.0090049,0.0039845,2.1393,-0.013626,7.4507,2.5964,2.25
1.2098,0.015424,0.0012448,0.0090895,0.0040093,2.1485,-0.015347,7.4951,2.6002,2.25
1.2085,0.015928,0.0013206,0.0091744,0.0040338,2.158,-0.017123,7.5394,2.6042,2.25
1.2073,0.016395,0.0013938,0.0092588,0.0040575,2.1676,-0.018954,7.5836,2.6083,2.25
1.206,0.016824,0.0014638,0.0093418,0.0040801,2.1774,-0.02084,7.6277,2.6125,2.25
1.2047,0.017214,0.0015298,0.009423,0.0041014,2.1873,-0.022781,7.6718,2.6168,2.25
1.2035,0.017563,0.0015914,0.0095019,0.004121,2.1972,-0.024775,7.7158,2.6212,2.25
1.2023,0.017873,0.0016479,0.0095782,0.0041389,2.2072,-0.026821,7.7598,2.6256,2.25
1.2011,0.018141,0.0016987,0.0096517,0.0041548,2.2172,-0.028916,7.8037,2.6301,2.25
1.2,0.018369,0.0017433,0.0097222,0.0041687,2.2273,-0.03106,7.8477,2.6346,2.25
1.1989,0.018554,0.0017812,0.0097899,0.0041803,2.2374,-0.033255,7.8916,2.6391,2.25
1.1979,0.018695,0.0018121,0.009855,0.0041899,2.2477,-0.0355,7.9355,2.6436,2.25
1.1969,0.018792,0.0018358,0.009918,0.0041975,2.2581,-0.03779,7.9794,2.6481,2.25
1.1959,0.018841,0.0018521,0.009979,0.0042031,2.2687,-0.040122,8.0233,2.6526,2.25
1.195,0.018842,0.0018609,0.010038,0.0042068,2.2797,-0.042492,8.0672,2.6572,2.25
1.194,0.018794,0.001862,0.010097,0.0042087,2.2909,-0.044894,8.111,2.6618,2.25
1.1931,0.018695,0.0018553,0.010154,0.0042089,2.3026,-0.047325,8.1548,2.6664,2.25
1.1921,0.018546,0.0018407,0.01021,0.0042074,2.3148,-0.049779,8.1986,2.6711,2.25
1.1911,0.018344,0.0018182,0.010266,0.0042043,2.3275,-0.052252,8.2424,2.6758,2.25
1.19,0.018092,0.0017876,0.010321,0.0042,2.3407,-0.054731,8.2861,2.6806,2.25
1.189,0.017792,0.0017489,0.010376,0.0041942,2.3544,-0.057203,8.3298,2.6854,2.25
1.1879,0.017446,0.0017025,0.01043,0.0041871,2.3685,-0.059665,8.3735,2.6901,2.25
1.1869,0.017059,0.0016486,0.010482,0.0041787,2.3829,-0.062114,8.4172,2.6948,2.25
1.1859,0.016635,0.0015876,0.010532,0.0041691,2.3974,-0.064545,8.461,2.6994,2.25
1.185,0.016178,0.0015204,0.01058,0.0041586,2.4119,-0.066953,8.505,2.7039,2.25
1.1841,0.015695,0.0014479,0.010625,0.0041474,2.426,-0.069327,8.549,2.7082,2.25
1.1835,0.015194,0.0013714,0.010665,0.004136,2.4394,-0.071658,8.5933,2.7123,2.25
1.183,0.014686,0.0012926,0.010699,0.0041245,2.4513,-0.073931,8.6378,2.7159,2.25
1.183,0.014184,0.0012139,0.010725,0.0041128,2.4611,-0.076126,8.6825,2.7191,2.25
1.1834,0.013694,0.0011373,0.010746,0.0041035,2.468,-0.078262,8.7275,2.7216,2.25
1.1843,0.013218,0.0010639,0.010758,0.0040936,2.4719,-0.080412,8.7728,2.7233,2.25
1.1858,0.012742,0.00099347,0.010751,0.0040856,2.4732,-0.082579,8.8182,2.7244,2.25
1.1874,0.012293,0.00092436,0.010738,0.0040595,2.4727,-0.084916,8.8636,2.725,2.25
1.1902,0.011722,0.00085644,0.010716,0.0040695,2.4709,-0.08667,8.9091,2.7252,2.25
1.1875,0.011496,0.00077044,0.010692,0.0039944,2.4692,-0.092435,8.9545,2.7252,2.25
1.1827,0.011634,0.0007178,0.010683,0.0038851,2.4686,-0.097706,9,2.7252,2.25
1.1854,0.0094283,0.00038963,0.010993,0.0038839,2.5624,-0.030035,0.045437,2.7433,2.25
1.1948,0.010242,0.00040774,0.010995,0.0038984,2.5624,-0.05698,0,2.7433,2.25
1.179,0.0087435,0.00031695,0.010982,0.0039649,2.5612,-0.0057025,0.090875,2.7433,2.25
1.184,0.0087881,0.0002182,0.010962,0.004039,2.558,-0.01229,0.13631,2.7432,2.25
1.1872,0.0084288,0.00014031,0.010936,0.0040053,2.5528,-0.017064,0.18172,2.7426,2.25
1.1894,0.0079359,7.4564e-05,0.010902,0.0039968,2.5446,-0.018379,0.22708,2.7416,2.25
1.1923,0.0075415,1.3726e-05,0.010855,0.003999,2.533,-0.01966,0.27232,2.7399,2.25
1.1959,0.0071918,-3.9166e-05,0.010795,0.0039927,2.518,-0.021178,0.31734,2.7376,2.25
1.1998,0.0068476,-8.3485e-05,0.010721,0.0039835,2.5002,-0.022672,0.3621,2.7346,2.25
1.2041,0.0065053,-0.00012103,0.010636,0.0039743,2.4805,-0.024147,0.40661,2.7312,2.25
1.2085,0.0061598,-0.00015329,0.010542,0.0039642,2.4596,-0.025611,0.4509,2.7274,2.25
1.2131,0.0058052,-0.00018136,0.010441,0.0039529,2.438,-0.027049,0.49503,2.7233,2.25
1.2177,0.0054382,-0.00020608,0.010335,0.0039406,2.416,-0.028451,0.53902,2.7191,2.25
1.2224,0.0050573,-0.00022814,0.010224,0.0039272,2.3939,-0.02981,0.58291,2.7147,2.25
1.2269,0.004662,-0.00024816,0.010109,0.003913,2.3719,-0.031123,0.62674,2.7103,2.25
1.2315,0.0042522,-0.00026666,0.0099904,0.0038979,2.35,-0.03239,0.67052,2.7058,2.25
1.2359,0.0038281,-0.00028418,0.0098697,0.0038822,2.3285,-0.033611,0.71429,2.7013,2.25
1.2403,0.0033908,-0.00030116,0.0097474,0.0038659,2.3074,-0.034785,0.75807,2.6968,2.25
1.2445,0.002942,-0.0003179,0.0096241,0.0038494,2.2867,-0.035907,0.80189,2.6924,2.25
1.2485,0.0024837,-0.00033448,0.0094998,0.0038325,2.2664,-0.036968,0.84574,2.688,2.25
1.2525,0.0020182,-0.00035095,0.0093746,0.0038153,2.2466,-0.037968,0.88962,2.6836,2.25
1.2563,0.0015469,-0.00036728,0.0092484,0.0037977,2.227,-0.038909,0.93353,2.6793,2.25
1.26,0.0010712,-0.00038344,0.0091211,0.0037798,2.2078,-0.039792,0.97746,2.675,2.25
1.2636,0.00059208,-0.00039937,0.0089927,0.0037615,2.1889,-0.040618,1.0214,2.6707,2.25
1.2671,0.00011023,-0.00041498,0.0088631,0.0037428,2.1702,-0.041386,1.0654,2.6665,2.25
1.2704,-0.00037395,-0.00043009,0.0087323,0.0037237,2.1517,-0.042099,1.1094,2.6622,2.25
1.2737,-0.00086037,-0.00044459,0.0085999,0.0037041,2.1334,-0.042757,1.1534,2.658,2.25
1.2769,-0.0013492,-0.0004584,0.0084663,0.0036842,2.1152,-0.043362,1.1974,2.6538,2.25
1.28,-0.0018407,-0.00047144,0.0083312,0.0036639,2.0973,-0.043921,1.2414,2.6496,2.25
1.2829,-0.0023352,-0.0004837,0.0081956,0.0036435,2.0797,-0.044436,1.2854,2.6454,2.25
1.2858,-0.002833,-0.00049534,0.0080597,0.003623,2.0625,-0.044908,1.3295,2.6413,2.25
1.2885,-0.0033335,-0.00050654,0.0079246,0.0036026,2.0456,-0.045338,1.3736,2.6372,2.25
1.2911,-0.003836,-0.00051733,0.0077904,0.0035823,2.0293,-0.045726,1.4178,2.6332,2.25
1.2935,-0.00434,-0.00052775,0.0076587,0.0035626,2.0136,-0.046075,1.462,2.6294,2.25
1.2957,-0.0048447,-0.00053815,0.0075296,0.0035431,1.9986,-0.046385,1.5064,2.6256,2.25
1.2978,-0.0053485,-0.00054916,0.0074051,0.0035242,1.9844,-0.046659,1.5508,2.622,2.25
1.2997,-0.005849,-0.00056134,0.0072854,0.0035058,1.9712,-0.046896,1.5953,2.6186,2.25
1.3013,-0.0063437,-0.00057492,0.0071727,0.0034885,1.959,-0.047094,1.64,2.6154,2.25
1.3027,-0.0068299,-0.00059008,0.0070666,0.0034715,1.9478,-0.047251,1.6847,2.6125,2.25
1.304,-0.0073052,-0.00060731,0.0069692,0.003456,1.9379,-0.04737,1.7296,2.6098,2.25
1.3049,-0.0077668,-0.00062726,0.0068795,0.0034408,1.9291,-0.047451,1.7746,2.6074,2.25
1.3057,-0.0082118,-0.00065064,0.0068007,0.0034274,1.9217,-0.047495,1.8197,2.6052,2.25
1.3062,-0.0086372,-0.00067826,0.0067301,0.0034143,1.9156,-0.047506,1.8649,2.6034,2.25
1.3064,-0.0090398,-0.00071097,0.0066729,0.0034039,1.9109,-0.047484,1.9102,2.602,2.25
1.3064,-0.0094168,-0.0007495,0.0066234,0.0033921,1.9077,-0.047433,1.9556,2.6008,2.25
1.3062,-0.0097675,-0.00079436,0.0065918,0.0033842,1.906,-0.047357,2.0009,2.6001,2.25
1.3057,-0.010089,-0.00084605,0.0065896,0.0033868,1.9058,-0.047256,2.0464,2.5997,2.25
1.305,-0.010386,-0.00090191,0.0065898,0.0033873,1.9063,-0.047063,2.0918,2.5997,2.25
1.3042,-0.010669,-0.00095853,0.0065906,0.0033865,1.9071,-0.046763,2.1373,2.5997,2.25
1.3034,-0.01094,-0.0010155,0.0065941,0.0033865,1.908,-0.046431,2.1827,2.5997,2.25
1.3026,-0.011201,-0.0010726,0.0065996,0.0033871,1.909,-0.046086,2.2281,2.5997,2.25
1.3018,-0.011452,-0.0011297,0.0066051,0.0033872,1.9101,-0.04572,2.2736,2.5997,2.25
1.3009,-0.011694,-0.0011866,0.0066127,0.003388,1.9114,-0.045331,2.319,2.5997,2.25
1.3,-0.011928,-0.0012431,0.0066223,0.0033893,1.9127,-0.044917,2.3644,2.5997,2.25
1.2991,-0.012154,-0.0012992,0.0066314,0.0033901,1.9141,-0.04448,2.4099,2.5997,2.25
1.2982,-0.012372,-0.0013545,0.0066357,0.0033881,1.9156,-0.04402,2.4553,2.5997,2.25
1.2973,-0.012582,-0.0014093,0.0066397,0.0033854,1.9172,-0.043537,2.5008,2.5997,2.25
1.2963,-0.012784,-0.0014633,0.0066421,0.0033814,1.9189,-0.043032,2.5462,2.5997,2.25
1.2953,-0.012978,-0.0015167,0.0066434,0.0033765,1.9207,-0.042504,2.5916,2.5997,2.25
1.2943,-0.013165,-0.0015693,0.0066472,0.0033727,1.9227,-0.041954,2.6371,2.5997,2.25
1.2932,-0.013344,-0.001621,0.0066527,0.0033694,1.9247,-0.041382,2.6825,2.5997,2.25
1.2922,-0.013515,-0.0016718,0.006661,0.0033669,1.9268,-0.040789,2.7279,2.5997,2.25
1.2911,-0.013678,-0.0017218,0.0066719,0.0033654,1.929,-0.040175,2.7734,2.5997,2.25
1.29,-0.013834,-0.0017709,0.0066786,0.0033614,1.9313,-0.039541,2.8188,2.5997,2.25
1.2889,-0.013982,-0.0018188,0.006683,0.0033558,1.9337,-0.038888,2.8643,2.5997,2.25
1.2877,-0.014123,-0.0018656,0.006688,0.0033502,1.9362,-0.038216,2.9097,2.5997,2.25
1.2866,-0.014257,-0.0019111,0.0066887,0.0033423,1.9388,-0.037525,2.9551,2.5997,2.25
1.2854,-0.014382,-0.0019553,0.0066965,0.0033379,1.9415,-0.036817,3.0006,2.5997,2.25
1.2842,-0.0145,-0.0019981,0.0067075,0.0033346,1.9443,-0.036092,3.046,2.5997,2.25
1.283,-0.01461,-0.0020395,0.0067136,0.0033284,1.9472,-0.035351,3.0914,2.5997,2.25
1.2817,-0.014713,-0.0020794,0.0067212,0.003323,1.9502,-0.034595,3.1369,2.5997,2.25
1.2805,-0.014807,-0.0021175,0.0067343,0.0033201,1.9532,-0.033825,3.1823,2.5997,2.25
1.2792,-0.014893,-0.0021536,0.0067461,0.0033164,1.9563,-0.033041,3.2278,2.5997,2.25
1.2779,-0.014972,-0.0021878,0.0067563,0.0033116,1.9595,-0.032243,3.2732,2.5997,2.25
1.2766,-0.015042,-0.0022201,0.0067696,0.0033081,1.9627,-0.031433,3.3186,2.5997,2.25
1.2753,-0.015103,-0.0022505,0.0067825,0.003304,1.9661,-0.03061,3.3641,2.5997,2.25
1.274,-0.015155,-0.002279,0.0067916,0.0032976,1.9696,-0.029778,3.4095,2.5997,2.25
1.2727,-0.015199,-0.0023059,0.0068011,0.0032912,1.9732,-0.028935,3.4549,2.5997,2.25
1.2713,-0.015235,-0.0023311,0.0068109,0.0032849,1.9769,-0.028085,3.5004,2.5997,2.25
1.27,-0.015263,-0.0023548,0.0068211,0.0032786,1.9806,-0.027226,3.5458,2.5997,2.25
1.2686,-0.015282,-0.0023767,0.0068359,0.0032745,1.9845,-0.026362,3.5913,2.5997,2.25
1.2672,-0.015292,-0.0023964,0.0068492,0.0032694,1.9884,-0.025491,3.6367,2.5997,2.25
1.2658,-0.015294,-0.0024134,0.006859,0.003262,1.9924,-0.024615,3.6821,2.5997,2.25
1.2644,-0.015288,-0.002428,0.0068651,0.0032525,1.9964,-0.023734,3.7276,2.5997,2.25
1.263,-0.015275,-0.0024402,0.0068714,0.0032429,2.0005,-0.02285,3.773,2.5997,2.25
1.2616,-0.015253,-0.0024503,0.0068863,0.0032373,2.0046,-0.021963,3.8184,2.5997,2.25
1.2602,-0.015222,-0.0024584,0.0069079,0.0032348,2.0088,-0.021073,3.8639,2.5997,2.25
1.2587,-0.01518,-0.0024648,0.0069334,0.0032336,2.0131,-0.020182,3.9093,2.5997,2.25
1.2573,-0.015129,-0.0024696,0.0069502,0.0032276,2.0176,-0.019291,3.9548,2.5997,2.25
1.2559,-0.01507,-0.0024726,0.0069538,0.0032151,2.0221,-0.0184,4.0002,2.5997,2.25
1.2544,-0.015003,-0.0024738,0.0069625,0.0032052,2.0267,-0.017511,4.0456,2.5997,2.25
1.253,-0.014926,-0.0024727,0.0069822,0.0032003,2.0314,-0.016624,4.0911,2.5997,2.25
1.2515,-0.014839,-0.0024689,0.0070038,0.0031959,2.0361,-0.01574,4.1365,2.5997,2.25
1.25,-0.014743,-0.0024625,0.0070168,0.003187,2.041,-0.014859,4.1819,2.5997,2.25
1.2486,-0.014638,-0.0024536,0.0070263,0.0031766,2.046,-0.013984,4.2274,2.5997,2.25
1.2471,-0.014524,-0.0024421,0.007043,0.0031698,2.051,-0.013114,4.2728,2.5997,2.25
1.2456,-0.014401,-0.0024281,0.0070657,0.0031661,2.056,-0.012251,4.3183,2.5997,2.25
1.2441,-0.014269,-0.0024118,0.0070916,0.0031642,2.061,-0.011395,4.3637,2.5997,2.25
1.2427,-0.014127,-0.0023932,0.0071204,0.0031639,2.066,-0.010548,4.4091,2.5997,2.25
1.2412,-0.013977,-0.0023723,0.007152,0.0031651,2.071,-0.0097085,4.4546,2.5997,2.25
1.2397,-0.013818,-0.0023493,0.0071857,0.0031675,2.0759,-0.008879,4.5,2.5997,2.25
1.2382,-0.013649,-0.0023242,0.007221,0.0031709,2.0809,-0.0080598,4.5454,2.5997,2.25
1.2368,-0.013472,-0.0022972,0.0072584,0.0031755,2.0859,-0.0072519,4.5909,2.5997,2.25
1.2353,-0.013285,-0.0022683,0.0072981,0.0031815,2.0908,-0.0064559,4.6363,2.5997,2.25
1.2339,-0.01309,-0.0022375,0.00734,0.0031888,2.0956,-0.0056727,4.6817,2.5997,2.25
1.2324,-0.012886,-0.0022047,0.0073842,0.0031975,2.1005,-0.0049028,4.7272,2.5997,2.25
1.231,-0.012673,-0.0021698,0.0074303,0.0032074,2.1052,-0.0041471,4.7726,2.5997,2.25
1.2295,-0.012451,-0.0021329,0.0074782,0.0032186,2.1099,-0.0034063,4.8181,2.5997,2.25
1.2281,-0.012221,-0.0020937,0.0075278,0.0032309,2.1145,-0.0026813,4.8635,2.5997,2.25
1.2267,-0.011983,-0.0020523,0.007579,0.0032444,2.1191,-0.0019727,4.9089,2.5997,2.25
1.2254,-0.011736,-0.0020086,0.0076317,0.0032589,2.1235,-0.0012812,4.9544,2.5997,2.25
1.224,-0.011482,-0.0019628,0.0076855,0.0032744,2.1279,-0.00060747,4.9998,2.5997,2.25
1.2226,-0.011219,-0.0019149,0.0077404,0.0032906,2.1321,4.7786e-05,5.0452,2.5997,2.25
1.2213,-0.010948,-0.0018652,0.0077961,0.0033076,2.1363,0.00068382,5.0907,2.5997,2.25
1.22,-0.010669,-0.0018137,0.0078523,0.0033252,2.1403,0.0012999,5.1361,2.5997,2.25
