"wallShearStress:0","wallShearStress:1","wallShearStress:2","Points:0","Points:1","Points:2"
-0.007785423,-0.005258576,1.731503e-19,8.543704,0.8889828,0.1785714
-0.009168658,-0.005531292,-7.14001e-20,8.583789,0.9154575,0
-0.009168658,-0.005531292,-7.14001e-20,8.583789,0.9154575,0.1785714
-0.01061135,-0.005454589,-2.487041e-19,8.625369,0.9395241,0
-0.01061135,-0.005454589,-2.487041e-19,8.625369,0.9395241,0.1785714
-0.01155981,-0.004741056,-2.152037e-19,8.668696,0.9602497,0
-0.01155981,-0.004741056,-2.152037e-19,8.668696,0.9602497,0.1785714
-0.01129225,-0.003405853,-2.109191e-19,8.713877,0.9765137,0
-0.01129225,-0.003405853,-2.109191e-19,8.713877,0.9765137,0.1785714
-0.009703933,-0.001978082,1.441709e-23,8.760506,0.9880043,0
-0.009703933,-0.001978082,1.441709e-23,8.760506,0.9880043,0.1785714
-0.007638637,-0.0009262092,-8.01348e-24,8.807997,0.9952025,0
-0.007638637,-0.0009262092,-8.01348e-24,8.807997,0.9952025,0.1785714
-0.005452678,-0.0003344063,-1.125048e-24,8.855886,0.998955,0
-0.005452678,-0.0003344063,-1.125048e-24,8.855886,0.998955,0.1785714
-0.003988687,-6.746494e-05,1.895259e-21,8.903909,1.000274,0
-0.003988687,-6.746494e-05,1.895259e-21,8.903909,1.000274,0.1785714
-0.002669288,1.332338e-06,-1.172832e-21,8.951957,1.000253,0
-0.002669288,1.332338e-06,-1.172832e-21,8.951957,1.000253,0.1785714
-0.001589383,7.117053e-06,-6.14181e-21,9,1,0
-0.001589383,7.117053e-06,-6.14181e-21,9,1,0.1785714
